id,icao_code,iata_code,name,type,city_id,country_id,continent_id,website_url,created_at,updated_at,latitude_deg,longitude_deg,elevation_ft,wikipedia_link
578,FEGU,BCF,Bouca Airport,small_airport,6495,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.517000198,18.2670002,1532,https://en.wikipedia.org/wiki/Bouca_Airport
579,GY-BCG,BCG,Bemichi Airport,small_airport,48127,71,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.640212,-58.961786,94,
580,WPEC,BCH,Cakung Airport,medium_airport,4677,176,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.486479,126.399981,1771,https://en.wikipedia.org/wiki/Cakung_Airport
581,YBAR,BCI,Barcaldine Airport,medium_airport,4313,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-23.566268,145.302086,878,https://en.wikipedia.org/wiki/Barcaldine_Airport
583,MRBC,BCL,Barra del Colorado Airport,medium_airport,48128,41,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,10.7687,-83.585602,3,https://en.wikipedia.org/wiki/Barra_del_Colorado_Airport
584,LRBC,BCM,Bacău Airport,medium_airport,48129,144,3,http://www.bacauairport.ro/,2024-06-27 0:00:00,2024-06-27 0:00:00,46.52190018,26.9102993,607,https://en.wikipedia.org/wiki/Bac%C4%83u_International_Airport
585,LEBL,BCN,Josep Tarradellas Barcelona-El Prat Airport,large_airport,4316,165,3,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,2024-06-27 0:00:00,2024-06-27 0:00:00,41.2971,2.07846,12,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport
586,HABC,BCO,Baco Airport,small_airport,3361,57,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,5.783333,36.55,4300,https://en.wikipedia.org/wiki/Baco_Airport
587,BCP,BCP,Bambu Airport,small_airport,48130,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-5.863611111,146.4925,6790,
588,LY-BCQ,BCQ,Brak Airport,medium_airport,48131,100,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.653,14.272,1056,https://en.wikipedia.org/wiki/Brak_Airport
589,SWNK,BCR,Novo Campo Airport,small_airport,6096,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.83456,-67.312401,394,
590,65LA,BCS,Southern Seaplane Airport,small_airport,5050,188,4,http://southernseaplane.com/cms/?page_id=460,2024-06-27 0:00:00,2024-06-27 0:00:00,29.866078,-90.021608,,https://en.wikipedia.org/wiki/Southern_Seaplane_Airport
591,KBCT,BCT,Boca Raton Airport,medium_airport,6097,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.3785,-80.107697,13,https://en.wikipedia.org/wiki/Boca_Raton_Airport
592,DNBC,BCU,Sir Abubakar Tafawa Balewa International Airport,medium_airport,4678,129,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,10.482833,9.744,1965,https://en.wikipedia.org/wiki/Bauchi_State_Airport
593,BZ-BCV,BCV,Hector Silva Airstrip,small_airport,5087,18,4,http://www.flightstats.com/go/Airport/airportDetails.do?airportCode=BCV,2024-06-27 0:00:00,2024-06-27 0:00:00,17.269603,-88.776496,150,https://en.wikipedia.org/wiki/Hector_Silva_Airstrip
594,BCW,BCW,Benguera Island Airport,medium_airport,48132,120,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-21.8533,35.438301,,https://en.wikipedia.org/wiki/Benguera_Island_Airport
595,UWUB,BCX,Beloretsk Airport,small_airport,5106,145,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,53.938389,58.340113,1827,
596,BCZ,BCZ,Milyakburra Airport,small_airport,48133,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-13.78083333,136.2016667,85,https://en.wikipedia.org/wiki/Bickerton_Island
597,TXKF,BDA,L.F. Wade International Airport,medium_airport,16316,207,4,http://www.bermudaairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,32.363998,-64.678703,12,https://en.wikipedia.org/wiki/Bermuda_International_Airport
598,YBUD,BDB,Bundaberg Airport,medium_airport,7137,9,6,http://bundaberg.qld.gov.au/services/airport,2024-06-27 0:00:00,2024-06-27 0:00:00,-24.905039,152.322612,107,https://en.wikipedia.org/wiki/Bundaberg_Airport
599,SNBC,BDC,Barra do Corda Airport,small_airport,4453,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-5.5025,-45.215833,526,https://pt.wikipedia.org/wiki/Aeroporto_de_Barra_do_Corda
600,YBAU,BDD,Badu Island Airport,small_airport,48134,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-10.14955,142.173665,14,https://en.wikipedia.org/wiki/Badu_Island_Airport
601,KBDE,BDE,Baudette International Airport,medium_airport,48135,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,48.72840118,-94.61219788,1086,https://en.wikipedia.org/wiki/Baudette_International_Airport
602,3IS8,BDF,Rinkenberger Restricted Landing Area,small_airport,6627,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.23089981,-89.61569977,808,
603,KBDG,BDG,Blanding Municipal Airport,small_airport,48136,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.58330154,-109.4830017,5868,https://en.wikipedia.org/wiki/Blanding_Municipal_Airport
604,OIBL,BDH,Bandar Lengeh International Airport,medium_airport,48137,78,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.532283,54.82484,67,https://en.wikipedia.org/wiki/Bandar_Lengeh_Airport
605,FSSB,BDI,Bird Island Airport,small_airport,48138,156,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-3.72472,55.205299,6,https://en.wikipedia.org/wiki/Bird_Island_Airport
606,WAOO,BDJ,Syamsudin Noor International Airport,medium_airport,48139,77,1,https://syamsudinnoor-airport.co.id/id,2024-06-27 0:00:00,2024-06-27 0:00:00,-3.44236,114.763,66,https://en.wikipedia.org/wiki/Syamsudin_Noor_Airport
607,DIBU,BDK,Soko Airport,small_airport,6285,83,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,8.01722,-2.76194,1247,https://en.wikipedia.org/wiki/Soko_Airport
608,KBDL,BDL,Bradley International Airport,large_airport,16541,188,4,http://www.bradleyairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,41.93851,-72.688066,173,https://en.wikipedia.org/wiki/Bradley_International_Airport
609,LTBG,BDM,Bandırma Airport,medium_airport,48140,181,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.318001,27.977699,170,https://en.wikipedia.org/wiki/Band%C4%B1rma_Airport
610,OPTH,BDN,Talhar Airport,small_airport,3468,133,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,24.84149933,68.83840179,28,
611,WICC,BDO,Husein Sastranegara International Airport,medium_airport,4115,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-6.90063,107.575996,2436,https://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport
612,VNCG,BDP,Bhadrapur Airport,small_airport,5491,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,26.57080078,88.07959747,300,https://en.wikipedia.org/wiki/Bhadrapur_Airport
613,VABO,BDQ,Vadodara Airport,medium_airport,44382,76,1,http://aai.aero/allAirports/vadodara_generalinfo.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,22.336201,73.226303,129,https://en.wikipedia.org/wiki/Vadodara_Airport
614,KBDR,BDR,Igor I Sikorsky Memorial Airport,medium_airport,6775,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.163502,-73.126198,9,https://en.wikipedia.org/wiki/Sikorsky_Memorial_Airport
615,LIBR,BDS,Brindisi Airport,large_airport,6808,82,3,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=29,2024-06-27 0:00:00,2024-06-27 0:00:00,40.6576,17.947001,47,https://en.wikipedia.org/wiki/Brindisi_Airport
616,FZFD,BDT,Gbadolite Airport,medium_airport,14724,39,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.252745,20.975271,1509,https://en.wikipedia.org/wiki/Gbadolite_Airport
617,ENDU,BDU,Bardufoss Airport,medium_airport,48141,131,3,https://avinor.no/en/airport/bardufoss-airport/,2024-06-27 0:00:00,2024-06-27 0:00:00,69.05580139,18.54039955,252,https://en.wikipedia.org/wiki/Bardufoss_Airport
618,FZRB,BDV,Moba Airport,small_airport,27300,39,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-7.08488,29.737072,2953,https://en.wikipedia.org/wiki/Moba_Airport
620,K00F,BDX,Broadus Airport,small_airport,48142,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,45.470462,-105.457145,3280,https://en.wikipedia.org/wiki/Broadus_Airport
621,KS05,BDY,Bandon State Airport,small_airport,48143,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,43.08649826,-124.4079971,122,https://en.wikipedia.org/wiki/Bandon_State_Airport
623,EGPL,BEB,Benbecula Airport,medium_airport,48144,187,3,http://www.hial.co.uk/benbecula-airport.html,2024-06-27 0:00:00,2024-06-27 0:00:00,57.48109818,-7.362780094,19,https://en.wikipedia.org/wiki/Benbecula_Airport
624,KBEC,BEC,Beech Factory Airport,small_airport,46244,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.69449997,-97.21499634,1408,https://en.wikipedia.org/wiki/Beech_Factory_Airport
625,KBED,BED,Laurence G Hanscom Field,medium_airport,4840,188,4,http://www.massport.com/hansc/,2024-06-27 0:00:00,2024-06-27 0:00:00,42.470001,-71.289001,133,https://en.wikipedia.org/wiki/Hanscom_Field
626,YBGB,BEE,Beagle Bay Airport,small_airport,48145,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-17.0165,122.6464,124,
627,MNBL,BEF,Bluefields Airport,medium_airport,48146,127,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,11.991,-83.774101,20,https://en.wikipedia.org/wiki/Bluefields_Airport
628,LYBE,BEG,Belgrade Nikola Tesla Airport,large_airport,5020,155,3,http://www.beg.aero/,2024-06-27 0:00:00,2024-06-27 0:00:00,44.818401,20.309099,335,https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport
629,KBEH,BEH,Southwest Michigan Regional Airport,small_airport,5251,188,4,http://www.swmiairport.com/1201.html,2024-06-27 0:00:00,2024-06-27 0:00:00,42.12860107,-86.42849731,643,https://en.wikipedia.org/wiki/Southwest_Michigan_Regional_Airport
630,HABE,BEI,Beica Airport,small_airport,48147,57,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,9.38639,34.5219,5410,https://en.wikipedia.org/wiki/Beica_Airport
631,WALK,BEJ,Kalimarau Airport,medium_airport,48148,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,2.1555,117.431999,59,https://en.wikipedia.org/wiki/Kalimarau_Airport
632,VIBY,BEK,Bareilly Air Force Station,medium_airport,4338,76,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,28.4221,79.450798,580,https://en.wikipedia.org/wiki/Trishul_Air-base
633,SBBE,BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,large_airport,48149,24,5,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,2024-06-27 0:00:00,2024-06-27 0:00:00,-1.379279,-48.476207,54,https://en.wikipedia.org/wiki/Val_de_Cans_International_Airport
634,GMMD,BEM,Beni Mellal Airport,small_airport,31028,119,2,http://ww.onda.ma,2024-06-27 0:00:00,2024-06-27 0:00:00,32.401895,-6.315905,1694,https://en.wikipedia.org/wiki/Beni_Mellal_Airport
635,HLLB,BEN,Benina International Airport,medium_airport,48150,100,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.096802,20.269501,433,https://en.wikipedia.org/wiki/Benina_International_Airport
636,YLMQ,BEO,Lake Macquarie Airport,small_airport,48151,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-33.065975,151.646283,5,https://en.wikipedia.org/wiki/Lake_Macquarie_Airport
637,VOBI,BEP,Bellary Airport,medium_airport,5045,76,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,15.16279984,76.88279724,30,https://en.wikipedia.org/wiki/Bellary_Airport
638,EGXH,BEQ,RAF Honington,medium_airport,48152,187,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,52.342602,0.772939,174,https://en.wikipedia.org/wiki/RAF_Honington
639,EDDB,BER,Berlin Brandenburg Airport,large_airport,5329,64,3,https://ber.berlin-airport.de/,2024-06-27 0:00:00,2024-06-27 0:00:00,52.362247,13.500672,157,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport
640,LFRB,BES,Brest Bretagne Airport,medium_airport,48153,60,3,https://www.brest.aeroport.bzh,2024-06-27 0:00:00,2024-06-27 0:00:00,48.447899,-4.41854,325,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport
641,PABE,BET,Bethel Airport,medium_airport,5408,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,60.77980042,-161.8379974,126,https://en.wikipedia.org/wiki/Bethel_Airport
642,YBIE,BEU,Bedourie Airport,medium_airport,4852,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-24.34609985,139.4600067,300,https://en.wikipedia.org/wiki/Bedourie_Airport
643,LLBS,BEV,Beersheba (Teyman) Airport,small_airport,4869,81,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.28700066,34.72299957,656,https://en.wikipedia.org/wiki/Be'er_Sheva_(Teyman)_Airport
644,FQBR,BEW,Beira Airport,medium_airport,4919,120,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-19.79640007,34.9076004,33,https://en.wikipedia.org/wiki/Beira_Airport
645,EGUB,BEX,RAF Benson,medium_airport,48113,187,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,51.61640167,-1.095829964,226,https://en.wikipedia.org/wiki/RAF_Benson
646,OLBA,BEY,Beirut Rafic Hariri International Airport,large_airport,4920,97,1,http://www.beirutairport.gov.lb/,2024-06-27 0:00:00,2024-06-27 0:00:00,33.82089996,35.48839951,87,https://en.wikipedia.org/wiki/Beirut_Rafic_Hariri_International_Airport
647,NGBR,BEZ,Beru Airport,small_airport,48155,89,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-1.35472,176.007004,6,https://en.wikipedia.org/wiki/Beru_Airport
648,PY-BFA,BFA,Aeródromo de Bahía Negra,small_airport,48156,138,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-20.2246,-58.179528,277,
650,KBFD,BFD,Bradford Regional Airport,medium_airport,6627,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.80310059,-78.64009857,2143,https://en.wikipedia.org/wiki/Bradford_Regional_Airport
651,EDLI,BFE,Bielefeld Airport,small_airport,5669,64,3,http://www.flugplatz-bielefeld.de/,2024-06-27 0:00:00,2024-06-27 0:00:00,51.964722,8.544444,454,http://de.wikipedia.org/wiki/Flugplatz_Bielefeld
652,KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,medium_airport,38504,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.87400055,-103.5960007,3967,https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport
653,KU07,BFG,Bullfrog Basin Airport,small_airport,48157,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.547827,-110.712898,4167,https://en.wikipedia.org/wiki/Bullfrog_Basin_Airport
654,SBBI,BFH,Bacacheri Airport,medium_airport,10666,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-25.4051,-49.231998,3057,https://en.wikipedia.org/wiki/Bacacheri_Airport
655,KBFI,BFI,Boeing Field King County International Airport,medium_airport,38525,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,47.529999,-122.302002,21,https://en.wikipedia.org/wiki/Boeing_Field
656,ZUBJ,BFJ,Bijie Feixiong Airport,medium_airport,5712,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.267066,105.472097,4751,https://en.wikipedia.org/wiki/Bijie_Feixiong_Airport
657,KBKF,BFK,Buckley Space Force Base,medium_airport,3086,188,4,https://www.buckley.spaceforce.mil/,2024-06-27 0:00:00,2024-06-27 0:00:00,39.701698,-104.751999,5662,https://en.wikipedia.org/wiki/Buckley_Space_Force_Base
658,KBFL,BFL,Meadows Field,medium_airport,3693,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,35.433601,-119.056999,510,https://en.wikipedia.org/wiki/Meadows_Field_Airport
659,KBFM,BFM,Mobile Downtown Airport,medium_airport,27306,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,30.62680054,-88.06809998,26,https://en.wikipedia.org/wiki/Mobile_Downtown_Airport
660,FABL,BFN,Bram Fischer International Airport,medium_airport,48158,163,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-29.092699,26.302401,4457,https://en.wikipedia.org/wiki/Bloemfontein_Airport
661,FVCZ,BFO,Buffalo Range Airport,medium_airport,9373,197,2,https://www.caaz.co.zw/buffalo-range-airport,2024-06-27 0:00:00,2024-06-27 0:00:00,-21.008101,31.5786,1421,https://en.wikipedia.org/wiki/Buffalo_Range_Airport
662,KBVI,BFP,Beaver County Airport,medium_airport,4811,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,40.772499,-80.391403,1253,https://en.wikipedia.org/wiki/Beaver_County_Airport
663,PA-BFQ,BFQ,Bahia Piña Airport,small_airport,48159,136,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.58737,-78.179939,14,https://en.wikipedia.org/wiki/Bah%C3%ADa_Pi%C3%B1a_Airport
664,KBFR,BFR,Virgil I Grissom Municipal Airport,small_airport,4840,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,38.84000015,-86.44539642,727,https://en.wikipedia.org/wiki/Virgil_I._Grissom_Municipal_Airport
665,EGAA,BFS,Belfast International Airport,large_airport,5016,187,3,http://www.belfastairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,54.65750122,-6.215829849,268,https://en.wikipedia.org/wiki/Belfast_International_Airport
666,KARW,BFT,Beaufort Executive Airport,small_airport,4796,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.412201,-80.634399,10,https://en.wikipedia.org/wiki/Beaufort_County_Airport
667,ZSBB,BFU,Bengbu Airport,medium_airport,5190,36,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,32.84773333,117.3202444,100,https://en.wikipedia.org/wiki/Bengbu_Airport
668,VTUO,BFV,Buri Ram Airport,medium_airport,48160,175,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,15.2295,103.252998,590,https://en.wikipedia.org/wiki/Buriram_Airport
669,DAOS,BFW,Sidi Bel Abbes Airport,small_airport,48161,3,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,35.17179871,-0.593275011,1614,https://en.wikipedia.org/wiki/Sidi_Bel_Abb%C3%A8s_Airport
670,FKKU,BFX,Bafoussam Airport,medium_airport,3496,31,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,5.536920071,10.35459995,4347,https://en.wikipedia.org/wiki/Bafoussam_Airport
671,SKBG,BGA,Palonegro Airport,medium_airport,6959,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.1265,-73.1848,3897,https://en.wikipedia.org/wiki/Palo_Negro_International_Airport
672,FOGB,BGB,Booue Airport,small_airport,48162,61,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.1075,11.9438,604,https://en.wikipedia.org/wiki/Boou%C3%A9_Airport
673,LPBG,BGC,Bragança Airport,medium_airport,48163,142,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,41.8578,-6.70713,2241,https://en.wikipedia.org/wiki/Bragan%C3%A7a_Airport
674,KBGD,BGD,Hutchinson County Airport,small_airport,6375,188,4,http://www.hutchinsoncountyairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,35.70090103,-101.3939972,3055,https://en.wikipedia.org/wiki/Hutchinson_County_Airport
675,KBGE,BGE,Decatur County Industrial Air Park,small_airport,3642,188,4,http://bainbridgega.com/chamber/airport.shtml,2024-06-27 0:00:00,2024-06-27 0:00:00,30.9715004,-84.63739777,141,https://en.wikipedia.org/wiki/Decatur_County_Industrial_Air_Park
676,FEFF,BGF,Bangui M'Poko International Airport,medium_airport,4155,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.398479939,18.51880074,1208,https://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport
677,TR-0017,BGG,Bingöl Çeltiksuyu Airport,small_airport,48164,181,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,38.85926056,40.59596252,3506,https://en.wikipedia.org/wiki/Bing%C3%B6l_Airport
678,GQNE,BGH,Abbaye Airport,small_airport,48165,111,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.63331413,-14.20000076,66,https://en.wikipedia.org/wiki/Abbaye_Airport
679,TBPB,BGI,Grantley Adams International Airport,medium_airport,6779,15,4,http://www.gaia.bb/content/about-gaia-inc,2024-06-27 0:00:00,2024-06-27 0:00:00,13.0746,-59.4925,169,https://en.wikipedia.org/wiki/Grantley_Adams_International_Airport
680,BIBF,BGJ,Borgarfjörður eystri Airport,small_airport,48166,75,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,65.516769,-13.81578,80,
681,BZ-BGK,BGK,Big Creek Airport,small_airport,48167,18,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.519369,-88.407913,22,https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize)
682,VNBL,BGL,Baglung Airport,small_airport,3548,124,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,28.212799,83.666298,3320,https://en.wikipedia.org/wiki/Baglung_Airport
683,KBGM,BGM,Greater Binghamton/Edwin A Link field,medium_airport,5803,188,4,http://binghamtonairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,42.20869827,-75.97979736,1636,https://en.wikipedia.org/wiki/Greater_Binghamton_Airport
684,UESG,BGN,Belaya Gora Airport,medium_airport,48168,145,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,68.556227,146.22784,118,https://en.wikipedia.org/wiki/Belaya_Gora_Airport
685,ENBR,BGO,"Bergen Airport, Flesland",large_airport,5300,131,3,http://www.avinor.no/en/airport/bergen,2024-06-27 0:00:00,2024-06-27 0:00:00,60.2934,5.21814,170,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland
686,PAGQ,BGQ,Big Lake Airport,small_airport,5683,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,61.534658,-149.812936,158,https://en.wikipedia.org/wiki/Big_Lake_Airport
687,KBGR,BGR,Bangor International Airport,medium_airport,4149,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,44.8074,-68.828102,192,https://en.wikipedia.org/wiki/Bangor_International_Airport
688,UNKB,BGS,Boguchany Airport,small_airport,6162,145,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,58.380615,97.472336,446,https://en.wikipedia.org/wiki/Boguchany_Airport
689,KE51,BGT,Bagdad Airport,small_airport,48169,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,34.592796,-113.171993,4183,https://en.wikipedia.org/wiki/Bagdad_Airport
690,FEFG,BGU,Bangassou Airport,small_airport,4143,33,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,4.784999847,22.78100014,1706,https://en.wikipedia.org/wiki/Bangassou_Airport
691,SSBG,BGV,Aeroclube de Bento Gonçalves Airport,small_airport,48170,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-29.147424,-51.540791,2209,
692,ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,large_airport,3533,79,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,33.262501,44.2346,114,https://en.wikipedia.org/wiki/Baghdad_International_Airport
693,SBBG,BGX,Comandante Gustavo Kraemer Airport,medium_airport,48171,24,5,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-bage-comandante-gustavo-kraemer/,2024-06-27 0:00:00,2024-06-27 0:00:00,-31.390499,-54.112202,600,https://en.wikipedia.org/wiki/Comandante_Gustavo_Kraemer_Airport
694,LIME,BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,large_airport,48172,82,3,http://www.sacbo.it/,2024-06-27 0:00:00,2024-06-27 0:00:00,45.670725,9.709223,782,https://en.wikipedia.org/wiki/Orio_al_Serio_International_Airport
695,LPBR,BGZ,Braga Municipal Aerodrome,medium_airport,6635,142,3,http://www.pelicano.com.pt/zp_braga.html,2024-06-27 0:00:00,2024-06-27 0:00:00,41.58710098,-8.445139885,247,http://pt.wikipedia.org/wiki/Aer%C3%B3dromo_de_Braga
696,SESV,BHA,Los Perales Airport,small_airport,48173,50,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.608111,-80.402702,10,https://en.wikipedia.org/wiki/Los_Perales_Airport
697,KBHB,BHB,Hancock County-Bar Harbor Airport,medium_airport,48174,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,44.45000076,-68.3615036,83,https://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport
698,PK-BHC,BHC,Bhurban Heliport,small_airport,48175,133,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,33.96099854,73.45200348,5750,
699,EGAC,BHD,George Best Belfast City Airport,medium_airport,5016,187,3,http://www.belfastcityairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,54.618099,-5.8725,15,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport
700,NZWB,BHE,Woodbourne Airport,medium_airport,6008,126,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-41.5182991,173.8699951,109,https://en.wikipedia.org/wiki/Woodbourne_Airport
701,SKCP,BHF,Cupica Airport,small_airport,48176,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.694817,-77.493643,,https://en.wikipedia.org/wiki/Cupica_Airport
702,MHBL,BHG,Brus Laguna Airport,small_airport,6925,73,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,15.7631,-84.543602,19,https://en.wikipedia.org/wiki/Brus_Laguna_Airport
703,OEBH,BHH,Bisha Airport,medium_airport,48177,153,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.9844,42.620899,3887,https://en.wikipedia.org/wiki/Bisha_Domestic_Airport
704,SAZB,BHI,Comandante Espora Airport,medium_airport,3595,7,5,https://www.aeropuertobahiablanca.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,-38.725,-62.1693,246,https://en.wikipedia.org/wiki/Comandante_Espora_Airport
705,VABJ,BHJ,Bhuj Airport,medium_airport,5615,76,1,http://aai.aero/allAirports/bhuj_generalinfo.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,23.28779984,69.67019653,268,https://en.wikipedia.org/wiki/Bhuj_Airport
706,UTSB,BHK,Bukhara International Airport,medium_airport,7087,190,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,39.775002,64.483299,751,https://en.wikipedia.org/wiki/Bukhara_International_Airport
707,BHL,BHL,Bahía de los Ángeles Airport,small_airport,13016,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,28.9786,-113.560997,34,https://en.wikipedia.org/wiki/Bah%C3%ADa_de_los_%C3%81ngeles_Airport
708,KBHM,BHM,Birmingham-Shuttlesworth International Airport,medium_airport,5865,188,4,http://www.flybirmingham.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,33.562901,-86.753502,650,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US)
709,OYBN,BHN,Beihan Airport,small_airport,48178,195,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,14.781714,45.719703,3800,https://en.wikipedia.org/wiki/Beihan_Airport
